Time,RMSE_LSTM,RMSE_Physical
103,0.09069750212337344,0.01244148106173386
104,0.09838556519510006,0.009916393624143408
105,0.10533659170215584,0.010469309533235127
106,0.12147541420207844,0.015110659583153701
107,0.10569691906371968,0.007633714444656681
108,0.10788465135083168,0.012188389524680151
109,0.10594342731828059,0.009191229390264424
110,0.08889996240041009,0.00912927518709112
111,0.10924369427475951,0.01439510740794876
112,0.11155399026224114,0.013301665395952119
113,0.13704899231928863,0.013254038544002554
114,0.11198020877355909,0.015221915228617317
115,0.1184292446984856,0.010084015366531036
116,0.11659965870283026,0.012727811885179855
117,0.10681640535565841,0.008758932973626177
118,0.13151158472546615,0.011296665409953768
119,0.1292069820363883,0.009479427782529262
120,0.1312267588924281,0.010387983859970872
121,0.11587621909516074,0.012380628101747655
122,0.14067693711624815,0.00672711726706611
123,0.11433501531527479,0.01836954910274184
124,0.13595265170421694,0.005975930474001192
125,0.1537456120223587,0.0051432455488490715
126,0.12371949103970024,0.014632443494000271
127,0.12977290856205936,0.013166650775851744
128,0.13827107987996878,0.01249647926820862
129,0.13410656097386794,0.01251338203705712
130,0.12552993396056414,0.009951012908612342
131,0.14364638334376814,0.006410982514056674
132,0.13429127809183494,0.010303218232774906
133,0.15163362596236205,0.007291353153951553
134,0.1397171258656946,0.013900478933671006
135,0.1664551212184136,0.009411770473991445
136,0.14519886495396048,0.0066980112128299536
137,0.15191809167929451,0.008714456633388027
138,0.1654133600148463,0.011651725817102498
139,0.1471416888790288,0.007745101788784101
140,0.1639302374592823,0.0067111184177342745
141,0.1769660398718884,0.01097474884596765
142,0.15009293635281232,0.010979866284434892
143,0.1703219676615255,0.007972227298515482
144,0.1734175512268583,0.00811584677752671
145,0.18101581795141808,0.010928199749430545
146,0.1632432659381588,0.004207662634010703
147,0.16486026305393364,0.004370144902493779
148,0.18577373622872548,0.007126223114990256
149,0.18605166546212826,0.00914621139315261
150,0.188152832404792,0.011243630262392019
151,0.1917176472855029,0.01590142486779821
152,0.18409795347874855,0.013430638492808077
153,0.19590615461315944,0.009360245880146292
154,0.19924075726326415,0.009923935168389245
155,0.19193455709116233,0.0059898825414487645
156,0.22054611444285627,0.00992594745603044
157,0.20947990108734676,0.008845365444319447
158,0.195725298957567,0.011290874241352358
159,0.21714485658962518,0.006691076225790708
160,0.20381839006756777,0.012077386056964689
161,0.22446752424496066,0.01613095565201031
162,0.23126038654984227,0.00956495940617257
163,0.21459234781130124,0.011606846888395765
164,0.23560537756050468,0.01276057596684445
165,0.2333203041560171,0.008395118112456655
166,0.24068314787666853,0.010896369927241667
167,0.2547504509796798,0.01005036960312718
168,0.23669930053181243,0.010390704394195326
169,0.23503794006123982,0.006907960864578134
170,0.23715452252149025,0.01009804069703577
171,0.24141897180071728,0.011991993164981798
172,0.2523873179054566,0.015804574431180166
173,0.26020578977356734,0.013837083304340827
174,0.2632526224328778,0.018612729830046228
175,0.27250534818773,0.006930609748447803
176,0.2681685531107972,0.013489282546882713
177,0.28643698422385805,0.010733368022953407
178,0.2731771620106125,0.01875921173287069
179,0.30700738693451785,0.006766806858579394
180,0.29010512585767395,0.0066411126312768964
181,0.2793813542201189,0.007602429418223911
182,0.28141114477716744,0.001504417102760773
183,0.30117555311495137,0.007896979913276956
184,0.2984115508124966,0.0069634693537852085
185,0.3121471099038783,0.01060157514590483
186,0.3141669852499366,0.011367023903108639
187,0.3132014180974316,0.017504683356863546
188,0.3100254943939702,0.013801695352744201
189,0.3079783575162964,0.007692385377350388
190,0.3233658159710431,0.0064063413146065685
191,0.34117090664518973,0.011967676686026024
192,0.3395967232641488,0.004719067171917431
193,0.32992129223528605,0.017325835063417415
194,0.34910854072176567,0.014717760482885148
195,0.35630426135935894,0.00812329739158118
196,0.3487643388909987,0.00314746188363649
197,0.3643706423145934,0.015415489496661652
198,0.36872580952841183,0.009541840618989529
199,0.3621054226487389,0.014951265247893846
