Simulation_ID,Convergence_Steps
100,13.163648578569822
101,14.144981440500565
102,11.232754522156549
103,8.312772383525603
104,6.440883173192687
105,9.004163275187144
106,10.886229570061824
107,9.389620701395124
108,17.127128297202546
109,12.305896653555575
110,6.098207561141395
111,5.42897795448286
112,11.576889892711943
113,8.400771536477686
114,12.770513769372503
115,11.530890253437246
116,9.02219925581323
117,6.131985340374227
118,4.199088598062532
119,10.289217940112694
120,4.919414046449475
121,6.0117593423068625
122,10.013380537791694
123,9.58708933983191
124,5.214858253183565
125,14.83821171551824
126,14.666738376403549
127,11.740065509150156
128,11.733776956118305
129,11.740128033140254
130,30.0
131,14.091610441853453
132,12.440016290251995
133,6.376692032988663
134,8.34709329498532
135,23.330793933476997
136,3.367033974032698
137,7.439230291795137
138,14.872957839793532
139,6.571424630615939
140,12.588195895877563
141,9.531613958721461
142,6.791666897691503
143,3.0330591136386897
144,10.162307121388485
145,6.310910001899108
146,8.846339757618999
147,11.689551588720738
148,13.595762248171459
149,7.428043478897467
150,6.785625597684726
151,4.876840968087269
152,13.887112421547153
153,21.832174552047352
154,14.542488327402616
155,15.94678472429839
156,6.5975636632837835
157,11.385167199523396
158,13.096112257747667
159,3.0
160,5.570192865191176
161,18.311827100708914
162,4.4176528903602055
163,17.047851577829384
164,4.402658367699612
165,5.702548375174711
166,11.475591887528132
167,9.638172691263788
168,7.7656044602099294
169,17.999475413543838
170,4.941784764861921
171,8.692786006274664
172,12.112881216443297
173,10.600755328993472
174,6.893187655562918
175,7.011534118914684
176,13.506278302237934
177,13.78453279153266
178,10.72496939626861
179,6.190285448555336
180,7.116248837642432
181,9.243319064197156
182,9.84947808963982
183,11.902222962766984
184,8.486732372863026
185,13.373030980465877
186,13.307756107833212
187,16.186120527915893
188,9.424374726167716
189,10.805115995821513
190,8.782266967066953
191,6.225755936476728
192,21.606317862579825
193,15.284352861147319
194,13.188540071225312
195,9.280521153171021
196,5.968692593006346
197,14.212031136039023
198,8.712281028022995
199,11.23349037546752
200,7.103479050862798
201,10.43221969331147
202,7.309948822049952
203,7.4425496128040125
204,10.372230221314991
205,4.370736963935598
206,4.477427348161658
207,6.56069184574405
208,8.441175909878524
209,13.550865654130812
210,8.65923317347051
211,9.25357571731025
212,8.14090994144095
213,10.798220868248332
214,6.19608373990959
215,8.871277519377665
216,11.178730706612455
217,10.335387678260966
218,9.387844503664587
219,9.439630393220927
220,11.654501659515917
221,22.069240023365403
222,6.395068003339468
223,22.351250457839487
224,6.258541376966041
225,3.0
226,7.241107662405863
227,10.889121381300841
228,20.01244981634523
229,5.964972318407834
230,11.624071772515974
231,4.712377563357058
232,19.69294689575932
233,15.412741868789405
234,7.4494720129845575
235,3.715899505981165
236,16.48980422901612
237,8.847159366220849
238,15.76780316404572
239,9.356007041317707
240,9.53778770380261
241,7.5207415335676915
242,12.291266022055863
243,9.86277691501229
244,11.737063025654956
245,4.15040241968699
246,16.013353227490143
247,17.767099347659354
248,9.84207836094371
249,21.36798358267468
250,19.15687890841095
251,12.40856677823369
252,16.583172521340064
253,14.69374903079186
254,3.6102819799180397
255,8.217078986302843
256,12.789382711779185
257,18.28613742176082
258,4.550264728472175
259,3.738748683556898
260,9.09539099886768
261,3.0
262,8.953561405147369
263,11.008504370824669
264,5.833035057870216
265,9.065139351398964
266,14.09809677983499
267,7.224694957075772
268,6.309738161702089
269,8.878504283444434
270,5.537015504462577
271,20.65540280264022
272,9.486519806650927
273,6.624836625772475
274,10.28869310112741
275,8.856383819343858
276,8.410817293256457
277,7.22380796062717
278,7.060011976563659
279,4.198216426184297
280,16.57203726613177
281,12.052527949576366
282,10.743706066120144
283,8.791503007601495
284,5.783715357493552
285,6.432065724273767
286,4.438382763478346
287,6.809254901336276
288,5.396961545079387
289,18.68492070178559
290,13.684143171162725
291,9.671609076837845
292,6.084792621960086
293,5.530905228461023
294,8.534892344015978
295,13.93398999774866
296,4.501022736494705
297,11.98304610742551
298,6.795015237706885
299,7.382941669334495
300,9.544544208707508
301,6.183863463804174
302,8.338556077224945
303,5.93569200592774
304,7.056593943400984
305,12.992187186435997
306,9.769109488268281
307,12.970631498343584
308,6.753208818797759
309,12.022026799591302
310,3.919646857665104
311,9.542629300931063
312,12.373164622217976
313,3.837896606521603
314,6.79084286196844
315,9.539620406278454
316,14.391039703828145
317,7.056161737351436
318,11.81457659133968
319,17.049758273594676
320,12.0551675505529
321,8.483274914695851
322,11.030452677157848
323,6.959462690810746
324,9.712464762623672
325,8.676758366230198
326,10.869246658290962
327,7.664520663801499
328,11.143394181699996
329,7.630066093171751
330,13.62559522263181
331,7.994423324881815
332,3.006624679731102
333,5.620266477259408
334,9.41313619845108
335,18.611555020582763
336,13.394948354791838
337,3.0
338,4.29174720766931
339,15.198336252539146
340,12.342893490737236
341,22.982667845566567
342,7.486018649015314
343,6.12202975024921
344,9.64596187027368
345,7.417984812062081
346,14.571975760458493
347,7.298672803189583
348,8.215221350633444
349,5.71109189936709
350,13.00079324109007
351,5.889159791008005
352,11.235951720519001
353,20.016940057615944
354,3.5646457915815426
355,17.403896919509275
356,10.595943474760562
357,5.2662623713378975
358,9.813995902782539
359,12.833270184340245
360,6.317723321747075
361,11.522091244773172
362,18.047512396743052
363,7.294275659983293
364,5.677398940767957
365,8.800351713143673
366,9.576168582057115
367,14.903871379757442
368,8.667170248718145
369,7.607813911348329
370,5.6078962372559555
371,3.853838258429882
372,4.795795528171292
373,4.7816242021441715
374,8.25609578530174
375,4.228849527079963
376,9.10071249926586
377,19.817570883947948
378,15.0957763193028
379,8.219135541886022
380,25.450643859806743
381,9.59153121310605
382,10.215582207078503
383,8.723415195477806
384,9.192537012110405
385,7.17684086691779
386,8.274479683976466
387,17.455976492755216
388,15.81853355640644
389,3.0
390,4.477300472875873
391,6.359977738249358
392,13.987678144022086
393,15.97547744446354
394,12.811407967095084
395,5.255758797935596
396,7.245612887762349
397,11.611350111106788
398,8.333037188292199
399,7.8057771323497995
400,7.859032901724954
401,15.291670791210477
402,12.137490382590917
403,8.058802148597119
404,10.814486985029088
405,4.904277251124291
406,7.252173798457639
407,14.638767035325102
408,4.09398722172911
409,12.204058973907246
410,3.0
411,18.748919031786823
412,7.171423385176065
413,11.166185214015044
414,9.835602924739483
415,9.997888002058517
416,10.72735019823164
417,3.7228392928210847
418,10.091190782141929
419,8.560787498838959
420,7.190139812701936
421,6.358345078935314
422,10.205309360152443
423,5.712309375804643
424,14.523278568423033
425,11.527706149667361
426,10.48378451441435
427,14.255371064823922
428,3.4251475655291435
429,4.824634494017779
430,11.753279735581916
431,6.535790455098822
432,6.9327358021454675
433,4.479552896808619
434,5.720097592738134
435,14.665802536827812
436,11.631068611340757
437,10.154909453978416
438,7.060659114675715
439,9.870462523955306
440,15.231365847362776
441,6.612979823590853
442,9.182980438033686
443,19.264958576434427
444,12.737269479313722
445,7.10800996191566
446,12.28586846514039
447,4.0601700816196855
448,9.015423580814371
449,12.27996463560098
450,11.074227209469756
451,12.227714098788368
452,13.419791901755678
453,11.461102048620763
454,11.315263071821773
455,10.259709996294449
456,5.398435459579869
457,14.662947513131458
458,9.163476487713567
459,12.598234969328276
460,14.002425077783109
461,7.276587846819478
462,7.579140374616238
463,8.06026866553933
464,15.878003589218453
465,5.977185692140207
466,17.084706274377755
467,10.208563263461876
468,10.535319290520356
469,13.728749361497837
470,9.693373671997433
471,14.735043196598674
472,7.272036987234833
473,16.842571705221832
474,7.537825560628002
475,17.126159524062928
476,7.633079594656995
477,8.168052511285605
478,5.6324311412900565
479,6.393557044064488
480,9.18427808925482
481,10.382268220580823
482,14.26472125563257
483,8.438987344800022
484,5.274429726467412
485,11.084941309609471
486,10.071118094765621
487,11.626733118493348
488,6.840229279530085
489,7.222002326290582
490,6.841468592145741
491,15.470619095036351
492,16.914120400177453
493,7.078219889529789
494,7.1449828945769065
495,12.343674064454655
496,17.74290958757232
497,19.4411357619068
498,6.928233254010795
499,7.756481204778367
500,10.62369335681563
501,10.85420892078325
502,8.589517507768331
503,6.2917029377614115
504,9.190938803463618
505,19.431836853343693
506,7.270855972176644
507,10.333979457797497
508,25.06113261289894
509,7.222469111722818
510,12.600297268403855
511,19.80152476097194
512,12.124901797915772
513,14.989694140800651
514,13.345955093955057
515,11.701034940918534
516,16.669057575516508
517,12.425990889571741
518,8.629759630446404
519,9.98166712958216
520,11.018515673516195
521,7.734972332453939
522,10.183560871941365
523,9.535403153899948
524,12.409132171260428
525,22.1465675603625
526,10.45278729629129
527,17.94221240969219
528,12.213808067848065
529,10.163015026391637
530,7.5343373793073205
531,10.197262604671275
532,9.919695891317229
533,6.623477695837706
534,7.120790284714052
535,11.05977452789346
536,17.862646028238167
537,9.052132055994916
538,4.370920495488938
539,3.0
540,5.579860389422803
541,12.740483147956821
542,4.822610464842367
543,13.633006034985865
544,12.433790075522447
545,8.911368414686597
546,4.172059444579401
547,6.6517484982030695
548,8.329389616731971
549,10.938511380387311
550,4.903079284847843
551,17.06394026174303
552,10.893763564871014
553,11.449082560333377
554,12.39471209664327
555,16.334209845153875
556,10.208409125223595
557,12.743924938318342
558,6.705377889857119
559,19.476833681727527
560,9.897820244349827
561,6.68924291808375
562,7.535274535163403
563,3.318497287636261
564,7.5123610911083345
565,3.0
566,13.156670564463381
567,11.29483695809582
568,5.7478773539915355
569,9.12871057316134
570,9.317777236120827
571,5.169868535448955
572,8.41083916369237
573,9.449975999278664
574,8.30561825836417
575,6.686016544339834
576,5.640212169091846
577,8.170757876090455
578,7.076665322860047
579,12.03217796435348
580,16.778664433046185
581,13.925278799710576
582,9.593343767997698
583,6.807980843640872
584,13.759856115559867
585,12.355338224753377
586,16.260543203857075
587,10.213356160691323
588,19.021985532130937
589,10.21478390810591
590,6.792304277295841
591,7.394919583321394
592,11.77937948113465
593,7.06761248710291
594,18.963563181488436
595,11.348234261469615
596,9.498491850056526
597,9.861592247930263
598,8.264916772752903
599,3.821044570625324
600,7.397507140221562
601,17.919066942108536
602,10.337049502004316
603,14.627624648828347
604,14.812505719415821
605,9.167944373045769
606,12.444891818524566
607,4.044890990939315
608,17.276546498582693
609,16.655911091107637
610,11.63463274251218
611,10.505480635653617
612,9.223361896246203
613,15.372267936463142
614,13.08022361126668
615,3.0
616,7.853352537077703
617,5.28344839656042
618,4.782723310060074
619,15.300661234028144
620,9.132077415022485
621,11.549819691699149
622,9.669191785215826
623,4.815136685907244
624,4.094105138157437
625,7.603162256893464
626,7.9065695742149575
627,7.904227383086083
628,8.011536245688657
629,21.488289247758622
630,14.529822755759659
631,10.403500803966665
632,9.027385775863323
633,9.173436786212294
634,12.870025732580059
635,8.98892326140663
636,13.878474765676412
637,10.911797181050215
638,21.575994165783463
639,8.743134120912519
640,14.986608715231462
641,5.5228017403385214
642,6.889413094735666
643,20.285679751944688
644,13.619719239522842
645,11.642900323205517
646,24.044259707719508
647,9.08659840262677
648,14.970873780371933
649,15.45860299816733
650,18.318736102865827
651,5.204972374777367
652,9.058957442366376
653,10.827024224470701
654,18.185497726144245
655,11.43315322451445
656,15.473366284008364
657,4.970705138256952
658,8.105837976064267
659,16.62805610212131
660,8.605369064078676
661,9.40080444593869
662,18.056355077168263
663,6.131438010595425
664,6.835939328986104
665,4.704556318924913
666,18.376933392459424
667,14.411371628150054
668,14.250068544307291
669,7.999069705996226
670,4.524964591050751
671,3.8765413282987597
672,16.682504899018035
673,11.987843651052579
674,13.011250091326385
675,10.60169392389953
676,6.44011251015873
677,8.17243921978671
678,5.680543818105786
679,5.33113439053255
680,13.889672751475748
681,4.059485791851359
682,5.699504132057398
683,8.396058563444468
684,9.796050340994908
685,4.674694691250833
686,4.003953131162301
687,11.368677430069793
688,10.334562940039994
689,16.5547239260826
690,9.871752777689482
691,11.882929848820464
692,6.617048796406395
693,6.752243753574367
694,4.924703374111368
695,6.648311794056295
696,8.116122106509527
697,15.828711746873758
698,6.169436963409748
699,22.007695147434045
700,12.348073658450067
701,11.237732478003204
702,9.523903039935389
703,8.712509562929359
704,7.125950337596456
705,4.577882138860868
706,6.273858229164095
707,18.357268686623957
708,12.013765301283525
709,18.284656488744425
710,7.039004352887894
711,5.59974049959013
712,9.481366559469238
713,6.386255230996607
714,10.380279295529538
715,4.095817094287986
716,3.0976512263161498
717,11.044515931194734
718,18.58511271575775
719,11.263276342514214
720,11.959368586888553
721,9.665580424162119
722,10.084344354400505
723,4.46089797990011
724,6.502505610895068
725,15.757245225777826
726,5.364744925186223
727,8.031949266704318
728,15.616799028278777
729,9.959107097400995
730,10.187911810139314
731,8.060486745924921
732,12.73916589972688
733,14.106971688017278
734,6.332673744989471
735,4.682308108034471
736,3.435497621089241
737,11.704638524407347
738,11.114858873926455
739,24.778973972589863
740,9.691359387210344
741,8.912567482213424
742,10.536921490284854
743,10.793361277879027
744,8.597644422857112
745,6.434107293627176
746,9.455620068178304
747,9.29399017627754
748,9.225621541534016
749,13.331067495490593
750,9.378133252374248
751,4.735418399733235
752,6.9398452880823625
753,8.548606366639234
754,9.580234692470231
755,11.814013267974481
756,9.614675133022951
757,3.1356422375809165
758,5.021728731707304
759,12.172668600253864
760,8.441193206749299
761,9.99049750609291
762,7.951393423392433
763,6.92605874569127
764,8.086557995623693
765,10.04442352563756
766,9.346499830979203
767,14.066335824781778
768,4.275521707608468
769,4.585744497730309
770,8.395526105596213
771,11.873617662200065
772,13.012471718083512
773,7.057529597298998
774,3.0
775,7.166620710872777
776,11.130522745149515
777,9.267343362858233
778,12.066543590626793
779,15.516381393720742
780,8.66502509960881
781,7.546147767664239
782,6.008713813499699
783,4.572246459583121
784,3.9536195644492356
785,6.7307773080399915
786,14.585730162933249
787,12.579380247352123
788,7.380037373261758
789,22.10089277577384
790,6.953319253876767
791,16.162822875543274
792,17.835933982261967
793,11.465026715526013
794,6.700793578497783
795,7.84226524323635
796,10.154197312025158
797,4.639087636170534
798,5.73338509386597
799,5.501497429902569
800,11.84923527197315
801,15.450583629231621
802,12.796905363511087
803,14.332043179458205
804,6.43056801531584
805,8.007459874249628
806,8.29101449349551
807,11.444798301898167
808,6.819956072318647
809,13.943375107871962
810,17.61699136452312
811,11.703856898770642
812,7.843684233096204
813,6.156782122375239
814,5.507883786464185
815,3.1547021849043273
816,8.40967247534542
817,8.187719606096666
818,13.566459624105528
819,7.034006361885672
820,8.629744731258052
821,10.608226268171666
822,11.619350105250899
823,12.882006926753016
824,10.137485126305224
825,4.776776106817493
826,11.168872360770767
827,6.792517894322705
828,15.770663886466329
829,9.425539032069464
830,10.412625844697777
831,25.690238226292017
832,12.981150361786428
833,11.078879048104437
834,8.747824140903926
835,4.980105989642713
836,8.459063648592547
837,6.119824854044875
838,18.566874728183567
839,11.144460973065621
840,15.516745098006904
841,6.938885415121085
842,6.336314573758187
843,12.423745527115454
844,6.000054432714675
845,7.568006701553103
846,18.95954827114514
847,7.710991838174601
848,4.448624716463889
849,3.60553765121523
850,4.1717282029204865
851,15.920080915958955
852,7.146302290101167
853,25.323011339710657
854,17.707162142394747
855,20.96041612083013
856,14.493750121917508
857,12.134534378796404
858,6.22582784129609
859,9.318761601005505
860,12.676954821945355
861,14.099023285293944
862,5.2186142006887115
863,8.52138245219067
864,8.980649959115963
865,8.817143736553957
866,5.570807908209793
867,19.854254752918436
868,8.3886085264718
869,5.771480351766576
870,20.07296873737492
871,17.71466891744357
872,9.955360001481985
873,3.5880790555709727
874,7.461148119830229
875,3.9997538350534674
876,11.732841682768198
877,7.215799402695226
878,9.214959355739593
879,19.275123084596327
880,6.965763989341689
881,11.508701406938869
882,13.049847584001071
883,15.70119982874237
884,8.907271044612544
885,8.480727776669479
886,8.388629478164436
887,11.01220537329789
888,17.381941295417967
889,8.2102674503003
890,3.0
891,13.697561333292201
892,9.625768457919705
893,11.744617031133298
894,4.079247263807448
895,7.2290847322285385
896,13.202701278916438
897,4.895347870790122
898,11.497058675509269
899,9.180189854427663
900,6.5056922958063454
901,6.252075418211202
902,5.596467682136286
903,9.602365057608433
904,10.116590743670333
905,7.835702768395225
906,5.425226053952255
907,11.349396517930924
908,13.808836784351918
909,12.272092260310606
910,21.343583170306204
911,8.5652213454552
912,16.622784108130883
913,6.811386444807726
914,6.2887313159255696
915,9.873424973919589
916,18.259516627392088
917,8.12848170890895
918,4.077642667203121
919,13.692341599805124
920,9.001061121936338
921,10.684509943717377
922,6.447448128334509
923,9.83132072938678
924,4.396336529215935
925,19.99181638117057
926,14.820544350036574
927,9.629582939171971
928,13.523816944317291
929,6.819845305943708
930,14.527950448208596
931,7.960368395894958
932,7.695738902794616
933,5.7850276936286855
934,11.285720902221964
935,9.438364887565168
936,16.860977686872236
937,5.4546052426022955
938,11.308823663230577
939,15.460754702251498
940,25.587533203757864
941,10.198611526623736
942,7.8891210789127735
943,10.080251267903735
944,16.26181605386205
945,16.258797978242516
946,8.83245600881956
947,16.133266502915646
948,9.23488023409614
949,13.456690271327913
950,11.900374616719937
951,7.740999318345174
952,5.888381556692047
953,15.641539800281565
954,17.569836585134233
955,11.188568513441401
956,9.229186165167462
957,5.109854238159462
958,15.462529079533056
959,10.611557726149071
960,8.258828764993373
961,13.626554877662544
962,4.6421967959230015
963,5.644192826865966
964,6.700691038368315
965,11.734390446224667
966,10.130913639352249
967,12.352992636931583
968,14.995597977684325
969,12.551186452503016
970,20.18327778288651
971,14.98008010001071
972,8.822828525148156
973,7.206241616642411
974,8.947623587878532
975,12.74630766269782
976,7.575417466125828
977,12.903081468926247
978,12.252466521349994
979,5.847072101676257
980,14.855467254007788
981,11.01182815713686
982,19.74078278594444
983,9.24968220945784
984,8.083770043143623
985,5.480955765082649
986,5.438284772186983
987,14.070615377987474
988,18.846466512013293
989,8.88929515202346
990,8.622775655033077
991,9.639276594361
992,15.306978429687637
993,5.872686143557441
994,10.401549314287958
995,14.212476588500188
996,11.670018903477292
997,3.0
998,12.579113756690985
999,11.720780533501898
1000,16.61505410386399
