,Degradation_0%,Degradation_2%,Degradation_4%,Degradation_6%,Degradation_8%,Degradation_10%,Degradation_12%,Degradation_14%,Degradation_16%,Degradation_18%,Degradation_20%,Degradation_22%,Degradation_24%,Degradation_26%,Degradation_28%,Degradation_30%,Degradation_32%,Degradation_34%,Degradation_36%,Degradation_38%,Degradation_40%,Degradation_42%,Degradation_44%,Degradation_46%,Degradation_48%,Degradation_51%,Degradation_53%,Degradation_55%,Degradation_57%,Degradation_59%,Degradation_61%,Degradation_63%,Degradation_65%,Degradation_67%,Degradation_69%,Degradation_71%,Degradation_73%,Degradation_75%,Degradation_77%,Degradation_79%,Degradation_81%,Degradation_83%,Degradation_85%,Degradation_87%,Degradation_89%,Degradation_91%,Degradation_93%,Degradation_95%,Degradation_97%,Degradation_100%
Harmonic_11,0.16779407421693168,0.18368926250677334,0.19488230993681052,0.1894078348555941,0.2040006155587229,0.206569806605995,0.216554187543378,0.22389482254228354,0.23689859368047256,0.2417083969877426,0.24600008662482356,0.2645470646859711,0.2717491804102422,0.28119443895220164,0.29646754990994045,0.3043467071675152,0.32130606886943586,0.33751099409469276,0.34697846907724567,0.37130430871012465,0.37666559006461897,0.3988435530532194,0.4176633338473767,0.43388813750922817,0.44444795020244743,0.4617532917044817,0.48347985975302077,0.5040615738100419,0.5120126528756019,0.533449539357525,0.5694168382467166,0.5774381652022094,0.6111837592112865,0.6354668381931124,0.6454373232674887,0.6922154695633229,0.71881080717119,0.7437295490333408,0.7732958075910074,0.8074897537010324,0.8385209164263426,0.8679833680891366,0.9061091268950319,0.9459490982168027,0.9917498515590903,1.0287570829428057,1.081658120333225,1.111588497750211,1.154515103763226,1.2141718721850687
Harmonic_12,0.007844632483753972,0.011041419543972406,0.020366427426583754,0.0011483799960272986,0.013672913893541944,0.009865180639855793,0.020014048305690715,0.0033734720360183044,0.009471708011826648,0.012072676439011866,0.02619647692881614,0.009191821503527669,0.012533429473715335,0.01172699557654416,0.005641667690827958,0.005412427234723383,0.009954288758716682,0.0004603664151368262,0.00694071886649808,0.004451576623596583,0.005580781303411665,0.017495939428013488,0.009353292333848563,0.0026850884670423236,0.004428990332357643,0.0016999894121606084,0.012671531213692095,0.0034550266955024975,0.015333400274890937,0.014113941532971045,0.014322986380246957,0.008563712917944099,0.017633510760655738,0.006982174389610004,0.00416581822834093,0.009737069791632426,0.009950152007895265,0.01399768347039125,0.016337105619285967,0.008977973676361125,0.01846237968298703,0.014356973024562968,0.007511710646657273,0.01900731553706699,0.003930404044648792,0.0094179123210501,0.006741862749572205,0.006948923263072596,0.00848616300772455,0.01138103073692482
Harmonic_13,0.012324665480765724,0.014760758367162787,0.014592778223507553,0.016518305032513107,0.012769431162453528,0.03380070828755321,0.042517637989212,0.04119480516821243,0.03715130881406699,0.05218739967042087,0.05781046405315224,0.0751255991013609,0.08925116162137045,0.0838940712758317,0.10145570080345791,0.10906839481135436,0.12546624592913735,0.13873253797328602,0.1339596712641695,0.1528680994640718,0.17047963786298836,0.17835777153834478,0.1787374855140618,0.20106367573588912,0.2157123052771225,0.2266704384142367,0.2399740608168672,0.25441245370551124,0.27288715488749066,0.2821182706476801,0.29515143535417376,0.3105320353532852,0.32962097762989856,0.3360042596403687,0.3536854147316863,0.36976883253057147,0.39109934341303076,0.4026035877396941,0.41194359852706847,0.4345781722644968,0.4540151196323677,0.4735175965353258,0.48886898718680705,0.4998686086217599,0.5161636767062112,0.5322245709777209,0.5509896745365467,0.5690822954331068,0.5809814671384157,0.61076064959377
Harmonic_14,0.013060200395962864,0.0,0.006673042842308132,0.01654908307099205,0.020049509594574695,0.0146052008490693,0.014467327548195408,0.0023503282206081087,0.01321531072647529,0.005680158269942163,0.011529555439458758,0.011894925712539459,0.009053388071350527,0.006803691845200713,0.008887490663657021,0.004673932371113512,0.005436550285554449,0.006782311783844001,0.012157949652361855,0.00979757067504014,0.01179540476092096,0.014587383610052376,0.00861264743340225,0.005793817248030425,0.019703096462379003,0.016505416756872636,0.01274472974982812,0.0084196934353244,0.013746146222745215,0.0006573369611292228,0.010369145686383528,0.006148860718483354,0.017935240396059225,0.012637945496880111,0.003940616766784866,0.01855878539002305,0.010718582790313591,0.012258363993556527,0.014459858414084686,0.018483770299869248,0.020993363927944597,0.007625345199444033,0.009562631830154485,0.007735550532771215,0.004004660483053336,0.003866287898309363,0.017027905051515538,0.012977714905388816,0.010231631220135227,0.003410331339873174
Harmonic_15,0.008264398422997272,0.010297471201064667,0.015768253845995898,0.004815249601182423,0.00566568215117627,0.014518337901833388,0.008236864175601193,0.013602412104270243,0.00398236743033711,0.004632384013227844,0.006199194865872311,0.006237399321607412,0.017505010371604495,0.011329425387594088,0.012310321658064248,0.01087140706275495,0.0026104754152957597,0.013731861196975934,0.008984598780415602,0.0060000273857061465,0.009492666375613783,0.009072838975547596,0.007701146345418771,0.0,0.013001736403272741,0.010833356396274961,0.00460102473626949,0.00488198251695023,0.008229783019933892,0.009713337808987192,0.008078284309623047,0.00388034732222355,0.007566595610171337,0.01574818973237058,0.011566378850560803,0.013971395151283355,0.010198267448817315,0.0,0.008744619059489851,0.017643690499780148,0.011743473776872865,0.010399425387390032,0.01363125524242456,0.010287863578821665,0.012481171616461437,0.0,0.010671266423366254,0.00589974022198354,0.010603166550918653,0.0065293312133205515
Harmonic_16,0.014639533818938703,0.0038236713680257755,0.017854147973935867,0.008826724451194725,0.015255109278391923,0.011030183638064569,0.01508075411449099,0.0,0.0014260729146953685,0.0034838891150822515,0.008727086504504652,0.0011302421395899542,0.003442333644365577,0.010981716168516563,0.009989396735155648,0.002865803457294174,0.00985474978189828,0.006870424567773241,0.007145731422148125,0.003981487648551056,0.009899932531726765,0.011123837719974593,0.014268603463754241,0.01576142254928979,0.021073788423104714,0.013663700160027284,0.0,0.011241079874596617,0.01678216959989907,0.01527645901204689,0.008303141116157188,0.011182619402844094,0.013807738661482468,0.0014963505995648566,0.0043819353528991405,0.009110658061867989,0.012303071314771034,0.01285589835263185,0.0053666727941344755,0.006218852297834726,0.012453875201976754,0.0005616287513930465,0.002354659124249597,0.014678849854263164,0.010923602539929095,0.006040359604510759,0.005815046959527546,0.015527819818096722,0.010214137364454718,0.009637725769310873
Harmonic_17,0.011437506239037477,0.004606646923779851,0.01546289229522331,0.009840893843842584,0.009548125789534252,0.024551936330482728,0.011535577778817535,0.008534809481850186,0.007508239808777739,0.012345044586065551,0.013214471762227387,0.012742464322410019,0.013392606345445344,0.010817085077614575,0.00695275011440012,0.008081490364515017,0.01614929327708473,0.006466962668298288,0.010623244839126873,0.013471224436998214,0.010932985265335749,0.013578954606211818,0.006800986886952701,0.01591653680062797,0.01416835054957754,0.010728475410622279,0.015302792340180553,0.011434407818106286,0.0033090196733318615,0.00862887680352918,0.011067155065911933,0.012582825257113132,0.006530901713369572,0.01564974900818508,0.008663966500285664,0.011607248299953993,0.010237149499672376,0.010143473567361666,0.02060487234078076,0.0069701063369474,0.005885906022937869,0.015888992310728597,0.0,0.008659815067260726,0.00962145198938305,0.008658083945142007,0.00499570960469526,0.016204021083227417,0.01061858231744598,0.002172457323728264
Harmonic_18,0.000992200945242631,0.01101835119729388,0.01413514483300244,0.014590232536498805,0.009622896020773219,0.006492534270892376,0.004516765999905607,0.0,0.014673680255481113,0.014918721556762677,0.01525806871725855,0.008799909181703048,0.008890431855759343,0.007174582208940697,0.01520419961795658,0.012015948040875715,0.009399408382965834,0.008113813526337162,0.00968832636989135,0.00895293487470362,0.01455011488248561,0.0055231874905020215,0.007326346862271059,0.008869023244500599,0.008626770722276359,0.012326087190179375,0.00960316732895053,0.009764194893107831,0.006357227924240039,0.018643568876327305,0.00834507140307129,0.0033948987371938437,0.007716134749404737,0.004663386917061569,0.010108264006504018,0.0063192867012132154,0.011661835099553885,0.009479641809246672,0.004946347149222391,0.004520608131806115,0.014714684271399023,0.024244634891943874,0.011114282535791357,0.015229660266750891,0.007539591480140515,0.00960468951617847,0.009476167581871923,0.009802236423653451,0.016935295986910258,0.014434855525175897
Harmonic_19,0.005104490469636729,0.01446699964110092,0.008505257605899855,0.015273501265921589,0.013858736675473663,0.0019727098207938058,0.003924763745585137,0.006356350649558835,0.00040585809783291564,0.017180698265487748,0.008460281913920672,0.011728374214351899,0.01291667398087838,0.0,0.008252995375374347,0.007354618321021982,0.007400107132508939,0.0059294853220181465,0.0061308511594261135,0.011962901636818218,0.003255664066368378,0.01982543009458191,0.016288557170118984,0.009298254355016087,0.009164688089250389,0.0018550169363294108,0.010205476999371979,0.003128403124077096,0.009951374487523127,0.00924385873953665,0.008205172734819478,0.01631106454419056,0.004631413007023251,0.0013708259106624716,0.01129649864636142,0.013058844885855318,0.009542073353940802,0.010068720991928404,0.019042621552355386,0.009600711347194892,0.017279961332609284,0.007220791018096078,0.0159335116474775,0.004932885922899008,0.0,0.009728833026194823,0.013217641632966168,0.012498054249630864,0.010917416347166796,0.010558876932907465
Harmonic_20,0.011800255997783553,0.017524633170884766,0.009166396328098353,0.012069254423680616,0.00851577381234188,0.015784253125085978,0.006625582889037109,0.01343621472840901,0.0049712475934915725,0.010391185962441122,0.016334556954187417,0.01326031076020222,0.004860911396073433,0.01237168362963112,0.0056656411792943805,0.016492394507024954,0.017663143157383644,0.0039364610855013036,0.01210105281934191,0.010730660859908786,0.006663596333249434,0.01053671926837881,0.012552288744266386,0.007482468373455526,0.014185350683857376,0.011203107835182505,0.0,0.012260624642211258,0.010150517911645016,0.0072503027737441375,0.018775971041976505,0.012448412122061204,0.013197431864848475,0.01358927677421905,0.008134982910372002,0.014676021516218649,0.01141285611859122,0.013006987353326983,0.003678233133287464,0.004756413788781186,0.005393051658466445,0.007713039727782043,0.017574519453749313,0.01942416411204849,0.012512978625776461,0.003998586103152773,0.012070304328407534,0.0054952809900233905,0.007139892185196058,0.0065976548508558264
