Sample_ID,Convergence_Steps,Final_Residual_at_L40
82,17,0.010816494508108872
83,6,0.00345337081111427
84,8,0.004080246499465576
85,13,0.006930624650173284
86,4,0.003008124656302732
87,3,0.0027237651902432825
88,10,0.0050559647746447065
89,10,0.005234904019986568
90,13,0.006811947549580966
91,11,0.005945633845785903
92,10,0.0053269848004691474
93,6,0.0035767332176502285
94,10,0.0051680097985177635
95,10,0.005317151423870523
96,6,0.003534734987235616
97,19,0.013449683469732297
98,11,0.005804046622142464
99,5,0.0032464155405957647
100,13,0.006831436980035653
101,14,0.007535825112299489
102,11,0.005631893101982463
103,8,0.0042057280785253205
104,6,0.0034877558389911356
105,9,0.004506796152090991
106,10,0.005440076607307134
107,9,0.004683905432831391
108,17,0.010154155349093991
109,12,0.006269896525155439
110,6,0.003370263536680778
111,5,0.0031520971128532155
112,11,0.005829079952254061
113,8,0.004242901450747182
114,12,0.006568080069499664
115,11,0.005802327970989663
116,9,0.004514931935535651
117,6,0.003381666786431254
118,4,0.0027873157774478924
119,10,0.005124802460553411
120,4,0.0029955012823474534
121,6,0.0033412537814544296
122,10,0.004985373073181537
123,9,0.004777317134363094
124,5,0.0030853219487309825
125,14,0.008076764486834863
126,14,0.007939450161091892
127,11,0.005924976595596555
128,11,0.005921251813940266
129,11,0.005925013641030165
130,30,0.036787944117144235
131,14,0.007495712798040991
132,12,0.006354554596022541
133,6,0.0034654392396129235
134,8,0.004220187319148605
135,23,0.018882764585904568
136,3,0.0025647822529745058
137,7,0.0038539292611553103
138,14,0.008104876924724785
139,6,0.0035335839848759454
140,12,0.006449417235083001
141,9,0.004750888161139427
142,6,0.003612271777835619
143,3,0.0024805395508782323
144,10,0.005060174142024
145,6,0.0034427176918463576
146,8,0.004436226651063666
147,11,0.0058951226813600995
148,13,0.0071331034828147335
149,7,0.0038496203531954904
150,6,0.0036100901551422426
151,4,0.0029827756190185096
152,13,0.007343983658330171
153,21,0.01625479010764288
154,14,0.00784141277270568
155,15,0.009023647742963395
156,6,0.003542832513711466
157,11,0.00571838776239383
158,13,0.006785455414143014
159,3,0.002472352647033939
160,5,0.0031969251988422116
161,18,0.011431273581572171
162,4,0.0028489071796913355
163,17,0.010073974779244403
164,4,0.0028446385804451408
165,5,0.00323951952322204
166,11,0.005770330597125135
167,9,0.004801783709899775
168,7,0.003981786675508046
169,17,0.011079734593117369
170,4,0.00300220993498778
171,8,0.00436862706342529
172,12,0.006150038288875257
173,10,0.005286972199092715
174,6,0.0036491306149722827
175,7,0.00369257334284776
176,13,0.007069558395457334
177,13,0.007269034416171341
178,10,0.0053530533921787235
179,6,0.0034014395220059094
180,7,0.0037314431777589856
181,9,0.004615877969353529
182,9,0.0049043275800847224
183,11,0.006021837722566523
184,8,0.004279530996252013
185,13,0.006975983239677866
186,13,0.006930595891755416
187,16,0.009242221129802107
188,9,0.004700212209268171
189,10,0.005396128681159
190,8,0.0044078933754907
191,6,0.003413526016975428
192,21,0.01589177964772349
193,15,0.00844526113900207
194,13,0.006848462627275099
195,9,0.0046330819810611905
196,5,0.0033268950289917078
197,14,0.007586522362067385
198,8,0.004377152018395634
199,11,0.005632307541949239
200,7,0.003726681245473048
201,10,0.005198614539205907
202,7,0.0038044257808588218
203,7,0.0038552087163260134
204,10,0.005167521680528426
205,4,0.002835572572459673
206,4,0.002865987364975313
207,6,0.00352979349968927
208,8,0.004260079307857494
209,13,0.00710115006134639
210,8,0.004353993645440852
211,9,0.004620614744025412
212,8,0.004134064982330094
213,10,0.005392409264033348
214,6,0.0034034123476387743
215,8,0.00444730341313906
216,11,0.005601549504218297
217,10,0.005148518244769303
218,9,0.004683073552492793
219,9,0.004707388168833322
220,11,0.005874496486545975
221,22,0.016644738963466157
222,6,0.003471813175053715
223,22,0.0171208194009291
224,6,0.003424735778191214
225,3,0.002472352647033939
226,7,0.0037783256139693
227,10,0.0054416500022616415
228,20,0.01355038781057266
229,5,0.0033256575628848387
230,11,0.005856647630825432
231,4,0.002934121066974976
232,19,0.013124292149596548
233,15,0.008554388044436416
234,7,0.0038578783699913495
235,3,0.0026558377365624814
236,16,0.0095271975554928
237,8,0.004436590262916732
238,15,0.008863577838898231
239,9,0.004668187543914167
240,9,0.004753822143970932
241,7,0.0038854714948242685
242,12,0.0062607299778492664
243,9,0.004910854098479944
244,11,0.005923197898191623
245,4,0.0027737783830749964
246,16,0.009083917195119027
247,17,0.010825236494902073
248,9,0.0049006998531070795
249,21,0.015517501938910017
250,19,0.01243926593126491
251,12,0.00633460122454458
252,16,0.009616567940897254
253,14,0.007960924123758806
254,3,0.0026279350454663257
255,8,0.004165673989010482
256,12,0.006580485041709836
257,18,0.011401944695357769
258,4,0.0028869386754433977
259,3,0.002661913045515452
260,9,0.004548098738090717
261,3,0.002472352647033939
262,8,0.004484048522939969
263,11,0.00550700337463674
264,5,0.0032820679351729734
265,9,0.0045343607803926605
266,14,0.0075005763478639305
267,7,0.003772129445660129
268,6,0.0034423142839854664
269,8,0.004450518535995861
270,5,0.0031863362202190215
271,20,0.014450231948835147
272,9,0.004729512665533281
273,6,0.003552508055573655
274,10,0.005124533497999258
275,8,0.0044406846629470855
276,8,0.004247165907974607
277,7,0.0037717948739563476
278,7,0.0037105176071672488
279,4,0.002787072686205228
280,16,0.009605865606839178
281,12,0.0061130325817602684
282,10,0.005363092633750152
283,8,0.0044119664043229265
284,5,0.003265920725961944
285,6,0.0034846818835173677
286,4,0.0028548190536301244
287,6,0.0036186306330943463
288,5,0.0031420213677545482
289,18,0.01186582305944538
290,13,0.007196425922372103
291,9,0.0048178660107739335
292,6,0.0033657453798613454
293,5,0.00318438987554081
294,8,0.004300190914305788
295,13,0.007378491292206312
296,4,0.0028727577578200134
297,11,0.00607070532434717
298,6,0.0036134814917650124
299,7,0.003832296963965272
300,9,0.00475703515154705
301,6,0.0033992558239904942
302,8,0.004216585990820231
303,5,0.003315934175758051
304,7,0.003709249556668329
305,12,0.006715302683139951
306,9,0.004865070149801616
307,12,0.006700842976177112
308,6,0.0035984063535024085
309,12,0.00609441553589487
310,3,0.0027105047488986773
311,9,0.00475612431039822
312,12,0.006312215019836054
313,3,0.0026884366311152107
314,6,0.0036119741260009436
315,9,0.004754693457972756
316,14,0.0077235504129839734
317,7,0.0037090892441229897
318,11,0.005969289121101146
319,17,0.010075895762880276
320,12,0.006114646391418817
321,8,0.004278051622071002
322,11,0.005519103588443633
323,6,0.0036733955601730033
324,9,0.004837589997177073
325,8,0.004361630793401758
326,10,0.0054308456138782825
327,7,0.0039417400085940005
328,11,0.005581790506134666
329,7,0.003928182282335004
330,13,0.007154415426344198
331,7,0.004073947855870043
332,3,0.002473991044113711
333,5,0.003212973504362786
334,9,0.004694932829927605
335,18,0.011779087201081014
336,13,0.006991289530831817
337,3,0.002472352647033939
338,4,0.0028132626824607545
339,15,0.008372929399326694
340,12,0.006293136122315791
341,22,0.01823671683830635
342,7,0.0038720034130738366
343,6,0.0033783018128775485
344,9,0.004805525362218902
345,7,0.003845750095146071
346,14,0.007864569210542138
347,7,0.0038001383209012927
348,8,0.004164900230421876
349,5,0.0032422883971925383
350,13,0.0067210843968612925
351,5,0.0033005402430510825
352,11,0.005633694017801696
353,20,0.013556473627867924
354,3,0.0026159694755162706
355,17,0.010439115722310141
356,10,0.005284428797110221
357,5,0.003101222607083674
358,9,0.00488695678923112
359,12,0.006609428593891048
360,6,0.003445064124783573
361,11,0.005797224743077396
362,18,0.01113308633581266
363,7,0.0037984677129832517
364,5,0.0032313825511472664
365,8,0.004415872151265694
366,9,0.004772102789787252
367,14,0.008129970735338134
368,8,0.00435745081476917
369,7,0.003919450937872867
370,5,0.0032090014363036906
371,3,0.002692725861172534
372,4,0.002958699278462688
373,4,0.0029545093787764847
374,8,0.004181958864008763
375,4,0.002795623444210275
376,9,0.004550519653103167
377,19,0.013288875735587383
378,15,0.008287495544694157
379,8,0.004166530771118442
380,25,0.02334153920962682
381,9,0.004779439629451028
382,10,0.005087204200629348
383,8,0.004382028326928458
384,9,0.004592497010705929
385,7,0.0037541213857338524
386,8,0.004189654005978801
387,17,0.010493624006706441
388,15,0.008908657365470968
389,3,0.002472352647033939
390,4,0.0028659510029093883
391,6,0.0034596518402899633
392,13,0.00741821157419045
393,15,0.009049576223061863
394,12,0.006594994701106413
395,5,0.003097966925268603
396,7,0.003780028218307424
397,11,0.0058492017392200064
398,8,0.004214259545872973
399,7,0.00399781474954516
400,7,0.0040191622129007575
401,15,0.008451443583899168
402,12,0.006165191658223433
403,8,0.004100260059511245
404,10,0.005401187757579688
405,4,0.002990970483320698
406,7,0.0037825090748089293
407,14,0.007917273484277445
408,4,0.0027581741146982895
409,12,0.006206369375682428
410,3,0.002472352647033939
411,18,0.011942005864024684
412,7,0.003752088148128616
413,11,0.005594526490713697
414,9,0.004897527463422795
415,9,0.004977655445958011
416,10,0.005354327999904561
417,3,0.002657681471022008
418,10,0.005024315693140999
419,8,0.004311340755367726
420,7,0.003759117292689914
421,6,0.0034590870431172485
422,10,0.005081980877005433
423,5,0.003242683162195638
424,14,0.007826364066492
425,11,0.005800480743656793
426,10,0.005225490334804501
427,14,0.007619473649701715
428,3,0.002579730516582176
429,4,0.0029672441765858813
430,11,0.005932811169081632
431,6,0.0035210147576864555
432,6,0.0036635908250966
433,4,0.002866596609278523
434,5,0.003245209617888561
435,14,0.007938707190690453
436,11,0.005860746866695477
437,10,0.005056432177751036
438,7,0.0037107577366729187
439,9,0.004914629839655307
440,15,0.008400630568617326
441,6,0.0035482984131853263
442,9,0.004588110253370372
443,19,0.012574438257692337
444,12,0.006546281208063752
445,7,0.0037283701541834763
446,12,0.006257351625035078
447,4,0.0027488625121124093
448,9,0.004511873800555368
449,12,0.006253658481590581
450,11,0.005543316162321395
451,12,0.006221067997979717
452,13,0.00700867996687274
453,11,0.005761975535682218
454,11,0.0056785532635616745
455,10,0.005109702511623588
456,5,0.0031424845089707146
457,14,0.007936440994493255
458,9,0.004579170346934404
459,12,0.006455895103462502
460,14,0.00742915923189658
461,7,0.0037917549926788892
462,7,0.003908228582748704
463,8,0.004100861413689447
464,15,0.00896179502837313
465,5,0.0033297217941505443
466,17,0.010111170607543548
467,10,0.005083634773511225
468,10,0.005252489291755494
469,13,0.007228598137467671
470,9,0.004828363320440662
471,14,0.007993866064520488
472,7,0.0037900298108065784
473,16,0.009869284481187183
474,7,0.00389211511821646
475,17,0.010153171689446145
476,7,0.003929366219030009
477,8,0.004145301139092861
478,5,0.0032168843569128783
479,6,0.0034712886378506463
480,9,0.004588705668688902
481,10,0.005172711442717635
482,14,0.00762660133469178
483,8,0.004259147063794574
484,5,0.0031037565203480676
485,11,0.005549258509545031
486,10,0.005014240656358152
487,11,0.005858206494811369
488,6,0.003629856493198297
489,7,0.0037711138872053513
490,6,0.00363030637376936
491,15,0.008604042022780657
492,16,0.00994015114220238
493,7,0.0037172798397712204
494,7,0.0037421805468517548
495,12,0.006293627367153904
496,17,0.010799082153647764
497,19,0.012797934134769802
498,6,0.0036619416469960754
499,7,0.0039781556464087335
500,10,0.005299113390057861
501,10,0.005422684988204807
502,8,0.004323745051452291
503,6,0.0034361115881186193
504,9,0.004591763092511926
505,19,0.012786038984291185
506,7,0.0037895822290093875
507,10,0.005147793270941767
508,25,0.02244983910344083
509,7,0.003771289921416416
510,12,0.006457226639409443
511,19,0.01326756934098378
512,12,0.0061574354375169725
513,14,0.008200044655664774
514,13,0.006957120694158563
515,11,0.0059018961467201085
516,16,0.009699515574991598
517,12,0.006345648325747595
518,8,0.004341179776319498
519,9,0.004969587799518147
520,11,0.005512519363058197
521,7,0.003969608277728519
522,10,0.005070940346979823
523,9,0.0047526887065001445
524,12,0.006334959388605611
525,22,0.01677394755553561
526,10,0.00520931784649025
527,17,0.011016470013515637
528,12,0.006212422973865322
529,10,0.005060532366962506
530,7,0.003890757714648382
531,10,0.005077893176114755
532,9,0.0049388858786178665
533,6,0.0035520253274200623
534,7,0.0037331381777867545
535,11,0.005535310370635758
536,17,0.010929163740787345
537,9,0.0045284666375526314
538,4,0.0028356246146411233
539,3,0.002472352647033939
540,5,0.0032000173284459296
541,12,0.006548385304003728
542,4,0.002966643658482842
543,13,0.007159719394459835
544,12,0.006350599345319773
545,8,0.004465168838809952
546,4,0.0027797920714032324
547,6,0.003562081395981571
548,8,0.004212722644861141
549,10,0.005468592791573126
550,4,0.0029906121966046095
551,17,0.010090195523864892
552,10,0.0054441767025101015
553,11,0.005755054096377089
554,12,0.006325830913144238
555,16,0.009380107002822859
556,10,0.005083556415864317
557,12,0.006550639508848784
558,6,0.0035812359382240214
559,19,0.012843701739241986
560,9,0.004928093554985495
561,6,0.003575462283286873
562,7,0.003891122356372109
563,3,0.0025523638116648605
564,7,0.0038822166618328064
565,3,0.002472352647033939
566,13,0.006826671656492369
567,11,0.005666966024227803
568,5,0.0032542372662188995
569,9,0.004563278083894253
570,9,0.004650375223642421
571,5,0.003071472350208525
572,8,0.004247175196721744
573,9,0.004712260767253466
574,8,0.0042027203240393345
575,6,0.0035743088915971967
576,5,0.0032193883976486975
577,8,0.0041464227459845305
578,7,0.003716702008752123
579,12,0.006100605218611209
580,16,0.00980641368526615
581,13,0.007372066541089695
582,9,0.004780306007634525
583,6,0.003618169628041831
584,13,0.00725111896925414
585,12,0.006300972637989029
586,16,0.009311260799803435
587,10,0.005086071891409499
588,19,0.01227259513987058
589,10,0.005086798105850141
590,6,0.003612502024008906
591,7,0.0038368900065102254
592,11,0.005948315879923105
593,7,0.003713338861998223
594,18,0.012201104789272138
595,11,0.005697307028927887
596,9,0.004735178249379271
597,9,0.004910272360219421
598,8,0.004185649392140652
599,3,0.0026839098833710395
600,7,0.003837882952090999
601,17,0.010991001364117075
602,10,0.005149373908851701
603,14,0.007908456665093754
604,14,0.008056029021900326
605,9,0.004581216724852129
606,12,0.006357653532468016
607,4,0.0027446657071380095
608,17,0.010307016076785643
609,16,0.009686772500130647
610,11,0.0058628360860454925
611,10,0.005236839929645557
612,9,0.0046066751703107605
613,15,0.008519835044114783
614,13,0.006774682804289996
615,3,0.002472352647033939
616,7,0.004016879830505769
617,5,0.003106556958580283
618,4,0.002954834129087523
619,15,0.008459045222518792
620,9,0.004564814726128999
621,11,0.005813321854018575
622,9,0.004816701532809359
623,4,0.002964427282932774
624,4,0.002758206638294075
625,7,0.00391762816870877
626,7,0.004038313455935104
627,7,0.004037367716499342
628,8,0.004080925539297253
629,21,0.015705313754064407
630,14,0.00783148746199373
631,10,0.005183706113554203
632,9,0.00451727422139962
633,9,0.004583733609483199
634,12,0.006633766611502162
635,8,0.004499933019584653
636,13,0.007337642916825456
637,10,0.005454003379679679
638,21,0.015843662887736837
639,8,0.004390677740966462
640,14,0.008197514983195741
641,5,0.003181810454244068
642,6,0.0036477534883437644
643,20,0.013925729346116003
644,13,0.007150212738791204
645,11,0.005867685237350084
646,24,0.020279208650031688
647,9,0.0045441015360506345
648,14,0.008184626389487023
649,15,0.008593709531593547
650,18,0.01143917417990358
651,5,0.0030822733441230776
652,9,0.004531558546053261
653,10,0.005407963602630331
654,18,0.011287771353174747
655,11,0.005745893975110687
656,15,0.008606406040421918
657,4,0.0030109050053945584
658,8,0.004119591399623082
659,16,0.009659827550985475
660,8,0.004330604295315997
661,9,0.004689146723330492
662,18,0.011142935322204239
663,6,0.003381481702802968
664,6,0.0036282996366802894
665,4,0.0029318271163635045
666,18,0.011505941167589887
667,14,0.007739269852140487
668,14,0.007615434479150245
669,7,0.004075841207135421
670,4,0.0028796439127378795
671,3,0.0026988461203136696
672,16,0.009712567601140164
673,11,0.0060736184704526346
674,13,0.006728116210047772
675,10,0.005287468454898964
676,6,0.0034874870608984777
677,8,0.00414711996077037
678,5,0.0032323989411354778
679,5,0.0031214062612694546
680,13,0.00734586420117596
681,4,0.002748674416698913
682,5,0.003238533484815488
683,8,0.004240902253880238
684,9,0.004878194735080335
685,4,0.002923085262183925
686,4,0.0027334526008414217
687,11,0.005708966043042912
688,10,0.005148093644300973
689,16,0.009589249033637216
690,9,0.004915263992515601
691,11,0.006010230922597622
692,6,0.003549742499941357
693,6,0.0035980591005756245
694,4,0.0029970861202262412
695,6,0.003560857424324571
696,8,0.004123830220412276
697,15,0.008917729382671118
698,6,0.003394355423073637
699,22,0.016542613710680883
700,12,0.006296396916871333
701,11,0.005634697331410545
702,9,0.004747226201897162
703,8,0.004377252052741363
704,7,0.003735064993909125
705,4,0.002894922672251254
706,6,0.00342998541473343
707,18,0.01148333730494739
708,12,0.006089382714749622
709,18,0.011400256268748141
710,7,0.0037027308733163056
711,5,0.0032063853258758423
712,9,0.004727076058627645
713,6,0.0034687548929359852
714,10,0.005171682731485356
715,4,0.00275867887159143
716,3,0.002496613737291918
717,11,0.0055268707042917
718,18,0.0117479817227988
719,11,0.005649108924482827
720,11,0.006056348402870593
721,9,0.004814962362034648
722,10,0.005020877008976132
723,4,0.002861253981985692
724,6,0.0035093145976238128
725,15,0.008854224666512317
726,5,0.0031319151251344318
727,8,0.004089264449398684
728,15,0.008730739627889532
729,9,0.0049583890304289975
730,10,0.00507314716183628
731,8,0.0041009508464084545
732,12,0.006547522775918084
733,14,0.0075072359952549255
734,6,0.0034502184934994693
735,4,0.0029253115762087243
736,3,0.0025824019342274213
737,11,0.0059040233275214704
738,11,0.0055658853987818014
739,24,0.021825250585643365
740,9,0.00482739084850743
741,8,0.004465704274806147
742,10,0.005253330912886579
743,10,0.005389789410642939
744,8,0.004327260350575557
745,6,0.0034853933781171537
746,9,0.004714921150396477
747,9,0.0046393264943175505
748,9,0.004607716233112071
749,13,0.006946770918299188
750,9,0.004678527909636098
751,4,0.002940889321634313
752,6,0.003666196375938161
753,8,0.004306092251482767
754,9,0.004774043574017263
755,11,0.005968952866568682
756,9,0.004790513936454703
757,3,0.0025061166652159527
758,5,0.003026306984487155
759,12,0.0061869178957424265
760,8,0.004260086676467995
761,9,0.004973978070757566
762,7,0.004056455360387327
763,6,0.0036611454413093083
764,8,0.004111656487168095
765,10,0.005000873206828876
766,9,0.0046637515088762535
767,14,0.007476791592359911
768,4,0.002808701724270205
769,4,0.0028971996593532942
770,8,0.004240676449722972
771,11,0.006004636688531175
772,13,0.006728938184932799
773,7,0.003709596630285755
774,3,0.002472352647033939
775,7,0.003750286575048413
776,11,0.0055746105617021195
777,9,0.004626980623779635
778,12,0.006121606395771282
779,15,0.008643506326866791
780,8,0.004356516176846214
781,7,0.0038953555651952336
782,6,0.0033402363479291017
783,4,0.0028932916463199035
784,3,0.0027197287265086426
785,6,0.0035903436307528555
786,14,0.007875393898212374
787,12,0.006443734160896442
788,7,0.003831184113073318
789,22,0.01669750761319048
790,6,0.0036711395258384456
791,16,0.009220713987323303
792,17,0.010900008665276616
793,11,0.005764237362968496
794,6,0.003579594564421989
795,7,0.004012428665829658
796,10,0.005056072100823724
797,4,0.0029126955247653474
798,5,0.003249524556637147
799,5,0.003175039042052019
800,11,0.005990013783353568
801,15,0.008586820681448261
802,12,0.00658543717385415
803,14,0.007678118298585369
804,6,0.00348416001867118
805,8,0.004079262341479567
806,8,0.004196587249486169
807,11,0.005752589010562282
808,6,0.003622505064284823
809,13,0.007385419338053572
810,17,0.010663954566807233
811,11,0.005903561871956732
812,7,0.004012998065786363
813,6,0.003390062637043405
814,5,0.0031770673828104045
815,3,0.0025108978654022375
816,8,0.004246679712645135
817,8,0.004153461764304236
818,13,0.007112232211921092
819,7,0.003700880714149915
820,8,0.0043411733083187996
821,10,0.005290923539693816
822,11,0.005853882969427201
823,12,0.006641719419344609
824,10,0.005047629356028467
825,4,0.0029530773516235533
826,11,0.0055960300240863224
827,6,0.0036125791940273353
828,15,0.008866113825203635
829,9,0.004700759489609114
830,10,0.005188438425295136
831,25,0.023907542827353682
832,12,0.006707895209822822
833,11,0.005545895423419018
834,8,0.004392737460573111
835,4,0.0030137368433196116
836,8,0.004267706445992476
837,6,0.0033775570145062905
838,18,0.01172657529477259
839,11,0.005582385998489071
840,15,0.008643820700613562
841,6,0.0036658444845497837
842,6,0.003451474887676344
843,12,0.0063442236576472496
844,6,0.0033373451620588657
845,7,0.003903879710214555
846,18,0.012196207138337594
847,7,0.003960100365646937
848,4,0.0028577444437127395
849,3,0.0026266885624094396
850,4,0.0027796999946345055
851,15,0.008999583311876261
852,7,0.003742674321051662
853,25,0.023045518375144257
854,17,0.010760547111423623
855,20,0.014897773884594918
856,14,0.00780328811584086
857,12,0.006163369494559275
858,6,0.003413550561960835
859,9,0.004650833012780703
860,12,0.006506916370424678
861,14,0.007501271312551025
862,5,0.0030864809971111913
863,8,0.004294385325424649
864,8,0.004496211628590674
865,8,0.0044232935233686375
866,5,0.0031971218295414267
867,19,0.013337713997263642
868,8,0.004237743942644203
869,5,0.003261927313552694
870,20,0.013632641941067987
871,17,0.010768627844713278
872,9,0.0049565314225523995
873,3,0.0026221067338384006
874,7,0.0038623855007708843
875,3,0.002732304984130367
876,11,0.00592069804093504
877,7,0.003768775419416011
878,9,0.004602806018601669
879,19,0.012587226053704348
880,6,0.0036757110058167884
881,11,0.0057894675476958994
882,13,0.006754135232811093
883,15,0.008804739612829411
884,8,0.00446333966865732
885,8,0.004276962082040798
886,8,0.0042377528214443605
887,11,0.0055090418951529024
888,17,0.010416221134690581
889,8,0.004162837491330355
890,3,0.002472352647033939
891,13,0.007206088684725819
892,9,0.004795831157944645
893,11,0.005927673975531637
894,4,0.002754111572479775
895,7,0.003773785689171721
896,13,0.006858167747627439
897,4,0.002988300924072183
898,11,0.005782730948499811
899,9,0.004586830081474446
900,6,0.003510433083815219
901,6,0.003422522073925564
902,5,0.0032053361061946057
903,9,0.004784620405906019
904,10,0.005037093656791652
905,7,0.004009796383421349
906,5,0.0031509146991989855
907,11,0.005697969240600778
908,13,0.007286722558113683
909,12,0.006248737304261988
910,21,0.015479684750798443
911,8,0.00431325276157548
912,16,0.009654736237892262
913,6,0.0036194020421561803
914,6,0.0034350906573945685
915,9,0.004916085989832556
916,18,0.011371632177909801
917,8,0.004128930261675855
918,4,0.0027536696841256383
919,13,0.0072023282799848765
920,9,0.004505398291687667
921,10,0.0053314389860432436
922,6,0.003490046286806091
923,9,0.004895430695458978
924,4,0.002842840814199406
925,19,0.013522457530514877
926,14,0.008062507569641782
927,9,0.004797660867696238
928,13,0.007081968320373483
929,6,0.003622464939331633
930,14,0.007830021303941835
931,7,0.00406009765214798
932,7,0.003954064654435229
933,5,0.003266349352664762
934,11,0.005661802340315741
935,9,0.004706792483891098
936,16,0.009887466595943929
937,5,0.0031601854426135004
938,11,0.005674897788175874
939,15,0.008595558842534637
940,25,0.02366325697142301
941,10,0.0050785781904730135
942,7,0.0040312733503472375
943,10,0.005018822341112741
944,16,0.009312446059070232
945,16,0.009309635916511787
946,8,0.004430071779043115
947,16,0.00919350113694088
948,9,0.004611984351468544
949,13,0.007034588623199373
950,11,0.006020724781429661
951,7,0.0039720014761530946
952,5,0.0033002833936778275
953,15,0.008752366894476237
954,17,0.01061378729858821
955,11,0.0056070629119621745
956,9,0.004609359003305624
957,5,0.0030530943271017703
958,15,0.008597084154287808
959,10,0.005292686482279385
960,8,0.004183101941066627
961,13,0.007155102036364694
962,4,0.0029136012691329248
963,5,0.0032206701810941346
964,6,0.0035795578594011684
965,11,0.005921615088023917
966,10,0.005044313402639364
967,12,0.006299494862839864
968,14,0.008204887257629313
969,12,0.006425592415246988
970,20,0.013783854787029462
971,14,0.008192164887712348
972,8,0.004425808787095067
973,7,0.0037651750253659085
974,8,0.004481386767193756
975,12,0.006552200531661644
976,7,0.003906773855818951
977,12,0.006655731298456061
978,12,0.006236485721795713
979,5,0.0032866782232948265
980,14,0.00809071341023033
981,11,0.005508834089108854
982,19,0.013187223768896743
983,9,0.0046188160542298936
984,8,0.004110510336656118
985,5,0.0031685236773856956
986,5,0.00315503207772202
987,14,0.007479992009871656
988,18,0.012059067145518527
989,8,0.004455323624146376
990,8,0.004338148965515832
991,9,0.004802313809549117
992,15,0.008464390655124526
993,5,0.0032951075254773554
994,10,0.005182694617355828
995,14,0.007586860313100169
996,11,0.0058836191621678335
997,3,0.002472352647033939
998,12,0.00644356244368683
999,11,0.005913561303379805
1000,16,0.009647276006413335
