Time,GroundTruth,AuditTracking
86,-0.03736563542511176,-0.03807465061312727
87,-0.04864853685947393,-0.03938445343025664
88,-0.0017473465943187785,-0.029180040627065588
89,0.04009185970220295,0.04881529162593546
90,0.080699283468206,0.09476336296927243
91,0.09231463212507271,0.1068519274660703
92,0.0775592484666419,0.05349805655463463
93,0.05947544824255871,0.03868455443941247
94,0.08108120197449156,0.09887723331963322
95,0.127779129351231,0.14560001067151762
96,0.20541082218675966,0.1903198882726518
97,0.2100919925597279,0.1909318147963664
98,0.22483328408092185,0.2401390764637208
99,0.2991048224942121,0.2705835364008318
100,0.24476056483611258,0.2555274018986274
101,0.2858187054882959,0.2618962551980354
102,0.24642124539225743,0.22566844071916164
103,0.3261118279957594,0.32823402483328895
104,0.39640704613200145,0.4070854286164906
105,0.47864487450494264,0.4897318594172138
106,0.5557248098582898,0.5584804489246701
107,0.5977551917334417,0.5853020068697364
108,0.5466004718111681,0.5349957588641877
109,0.5713390869079654,0.5753411438189218
110,0.616125716802661,0.626833226141833
111,0.6399933174845881,0.6269370628343497
112,0.6342667913456903,0.6241918403898683
113,0.6421116629655054,0.6333295646164353
114,0.6614914962572483,0.6624577441361826
115,0.6101801671490446,0.5961757524985523
116,0.6441373122000844,0.644020785297049
117,0.6718828307825734,0.6750973188515814
118,0.6652969844833195,0.6730539119533478
119,0.698691698520128,0.7056045636953409
120,0.7568736849041664,0.7381623625735624
121,0.7060403236983755,0.7070226476073157
122,0.7795737401279104,0.7863102236528979
123,0.8303897963809208,0.8201365034608675
124,0.8806953159630306,0.8748563916330545
125,0.9305619383313559,0.9515619382328886
126,0.9662830374583422,0.9367880369218208
127,0.9663155171330062,0.998885619346066
128,0.9296507709974623,0.9479988068164964
129,0.9552726363688471,0.950782215645848
130,0.9619180146815932,0.9863868820316504
131,0.9272353910782524,0.9128713726943191
132,1.0152168405519773,1.023172489754802
133,1.0572432698706458,1.0364509800040524
134,1.0416987617513793,1.0654116324042615
135,0.9629774617256692,0.9534797656398171
136,0.921073858773745,0.934191043086778
137,0.9455034586765695,0.9488300246245569
138,0.9326170402498468,0.9271953212889611
139,0.8667432234497059,0.8587785236296023
140,0.8800877836180869,0.9183194049952542
141,0.8721506901656497,0.8622704100745384
142,0.8520197098193543,0.8602087539778371
143,0.7897742723172139,0.8002149102904098
144,0.8065075283757394,0.8240182050018273
145,0.7528801306738505,0.7697416910545837
146,0.7422475790545074,0.7259397475623115
147,0.80027592454827,0.8004089132193026
148,0.8624999179120785,0.8728954480970414
149,0.8560958105798174,0.8610283262621722
150,0.7021230674514307,0.6920755968007085
151,0.7398842301106183,0.7332008481653942
152,0.6934375413202332,0.6929050533419684
153,0.6237689195093721,0.6070743768397023
154,0.660765229915779,0.6604925969766419
155,0.5682759731326359,0.5774127797507811
156,0.6038995255316167,0.6123370448601887
157,0.6491535578166665,0.657091269200227
158,0.6742861442072616,0.6611413206116883
159,0.6847640970262373,0.6605148314835056
160,0.6791552676837754,0.6845367946073748
161,0.6549648538184514,0.6444182256111617
162,0.6008660316167829,0.6069460542889629
163,0.7192947481713453,0.7431989336952072
164,0.6970642769800368,0.7001899780464703
165,0.65089124726718,0.6477298563646751
166,0.6462287536532935,0.6353234414520764
167,0.6751077629644356,0.6610988009420119
168,0.7261463227023117,0.7456047498953964
169,0.7147453453328438,0.6783432952849209
170,0.7052309416422184,0.7025433332399805
171,0.6651729731090911,0.6831939677121215
172,0.6523679774728873,0.6372839098915846
173,0.6956326537220019,0.6947572247133832
174,0.6925259279362846,0.6885409857917317
175,0.674171415512128,0.6828708553720956
176,0.682721212993819,0.7045255424075996
177,0.6436371056544814,0.6372020378899799
178,0.5357768205814475,0.5207683601795481
179,0.5114475081106825,0.5017962350168843
180,0.36200618751681357,0.39144007204698905
181,0.34878373485434305,0.3784844278149559
182,0.3693609906795879,0.3757912894301225
183,0.4187387936074116,0.4280500533191299
184,0.44523329332921013,0.4358661476592971
185,0.4470474798386897,0.46233282513515433
186,0.3957641227724944,0.3920637929049331
187,0.3408235121006338,0.32818191382656337
188,0.33032320752583255,0.33414582291224737
189,0.2870717849906614,0.2826050123032383
190,0.23896335885776135,0.24224787971349557
191,0.24119600116606957,0.24080138436767484
192,0.1986101757957402,0.20393691006273446
193,0.10777051128391561,0.10973659911484496
194,0.09685358778359965,0.1250472909954152
195,0.049370673751327664,0.06066143949815303
196,0.07524888837596999,0.07033094951232827
197,0.1399479627429009,0.14799904915135387
198,0.17794801004572686,0.1692787126797713
199,0.19977035799992954,0.1997471169967043
