Time_Step,RMSE_LSTM,RMSE_PhysicalAudit
132,0.12930517311752412,0.011998343127223698
133,0.16531780478755576,0.005824786374949857
134,0.16324667783803684,0.007342118542418483
135,0.13644274566654493,0.007286749298394244
136,0.16271994666523015,0.0058818108404254405
137,0.15127638541925575,0.008684352587911984
138,0.14943395890420166,0.009837022348565452
139,0.14066109870572924,0.015375785616564157
140,0.16576860261490503,0.007155428985609603
141,0.17446884567113233,0.00758574116637083
142,0.17110154839314326,0.0075248726616011915
143,0.17717829090582718,0.008117423040894012
144,0.17178184620184775,0.014472185793271156
145,0.19331462298783145,0.013870035598334206
146,0.17558070189929434,0.0007992436858125836
147,0.174103292304069,0.006308444261017539
148,0.1831487876395506,0.008247644992494411
149,0.17340045228182574,0.016986066648256963
150,0.17852077435811756,0.008284059283725024
151,0.1879308674067965,0.004085133873541161
152,0.18921916973804556,0.011659916284274074
153,0.18348121679370819,0.008723383548019582
154,0.20650651952165466,0.007429527979074379
155,0.21955413236847335,0.009874367662762458
156,0.20752238947685814,0.012277433028229836
157,0.20385946331022592,0.012145965472158338
158,0.2175755138851942,0.00920360483190654
159,0.20666287304588155,0.005602298169277553
160,0.22497213134843153,0.011296266960711485
161,0.21879814190105704,0.006921253560848497
162,0.22816772464237467,0.011657589164864875
163,0.24178461645422875,0.012649443330059126
164,0.21047808693295467,0.007632750050841944
165,0.23209765826031079,0.012263458435453314
166,0.24657279034173005,0.00951532984519833
167,0.25022440109211297,0.014572969711941096
168,0.23661622530894574,0.013567051469062383
169,0.24358012883540886,0.002506974430536279
170,0.23006362313598036,0.013063191232941833
171,0.26335323272706146,0.007729777994256877
172,0.2477406371532558,0.01004237420114606
173,0.2668783022594456,0.008636405233345724
174,0.26805879234374996,0.009385907548128814
175,0.26529699172049065,0.008057998783832173
176,0.2786349972452615,0.0033129737852885498
177,0.2608807737471356,0.009396194877574588
178,0.26469678344845016,0.004556079746993788
179,0.2890866723310252,0.009431912797077651
180,0.28492006829173094,0.01302181269497772
181,0.2745112204293188,0.009389844982459334
182,0.2992970110981111,0.014460099988462363
183,0.28510332387064447,0.019661883450560504
184,0.3124042796778069,0.010328586674943846
185,0.29436838230504453,0.01379962752053075
186,0.3116173443674075,0.005326838551504074
187,0.3044166759235333,0.013896244208970909
188,0.33672546276017135,0.00890261141572992
189,0.3314081371800626,0.006031598984499084
190,0.3243882944202338,0.010508492657466378
191,0.32840583416280633,0.012416039413119802
192,0.32806807130499793,0.009137548229841521
193,0.35514148137042967,0.006404710461732185
194,0.3261426575005565,0.01404541850887097
195,0.34458873919600624,0.010151367041022041
196,0.357573907963076,0.0003120954447835382
197,0.35906585609849556,0.0049121913026411
198,0.3628254330685168,0.013593278470880812
199,0.35107422619243855,0.013349660817917719
